session_id,ts,ip,client
1,2015-07-22T23:12:17.437+05:30,1.186.76.11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
1,2015-07-22T23:16:24.613+05:30,1.186.76.11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
1,2015-07-22T23:16:40.596+05:30,1.186.76.11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
1,2015-07-22T23:17:47.374+05:30,1.186.76.11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
1,2015-07-22T23:18:16.435+05:30,1.186.76.11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
1,2015-07-22T23:18:39.129+05:30,1.186.76.11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
1,2015-07-22T23:19:13.114+05:30,1.186.76.11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
1,2015-07-22T23:20:24.701+05:30,1.186.76.11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
1,2015-07-22T23:21:59.418+05:30,1.186.76.11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
1,2015-07-22T23:23:11.948+05:30,1.186.76.11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
1,2015-07-22T23:24:10.573+05:30,1.186.76.11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
1,2015-07-22T23:27:06.240+05:30,1.186.76.11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
1,2015-07-22T23:27:07.391+05:30,1.186.76.11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
1,2015-07-22T23:27:18.856+05:30,1.186.76.11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
1,2015-07-22T23:29:48.862+05:30,1.186.76.11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
1,2015-07-22T23:30:39.487+05:30,1.186.76.11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
1,2015-07-22T23:30:44.037+05:30,1.186.76.11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
1,2015-07-22T23:34:06.680+05:30,1.186.76.11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
1,2015-07-22T23:34:57.653+05:30,1.186.76.11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
1,2015-07-22T23:39:06.664+05:30,1.186.76.11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
1,2015-07-22T23:39:11.200+05:30,1.186.76.11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
1,2015-07-22T23:39:15.778+05:30,1.186.76.11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
1,2015-07-22T23:40:59.974+05:30,1.186.76.11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
1,2015-07-22T23:42:36.679+05:30,1.186.76.11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
1,2015-07-22T23:45:43.308+05:30,1.186.76.11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
1,2015-07-22T23:46:00.449+05:30,1.186.76.11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
2,2015-07-22T12:27:13.853+05:30,1.22.132.104,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
2,2015-07-22T12:28:02.241+05:30,1.22.132.104,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
2,2015-07-22T12:29:26.625+05:30,1.22.132.104,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
2,2015-07-22T12:29:28.820+05:30,1.22.132.104,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
2,2015-07-22T12:29:47.240+05:30,1.22.132.104,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
2,2015-07-22T12:30:34.133+05:30,1.22.132.104,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
2,2015-07-22T12:30:47.510+05:30,1.22.132.104,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
2,2015-07-22T12:30:52.509+05:30,1.22.132.104,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
2,2015-07-22T12:31:13.868+05:30,1.22.132.104,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
2,2015-07-22T12:31:58.489+05:30,1.22.132.104,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
2,2015-07-22T12:32:27.118+05:30,1.22.132.104,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
2,2015-07-22T12:32:47.747+05:30,1.22.132.104,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
2,2015-07-22T12:33:59.642+05:30,1.22.132.104,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
2,2015-07-22T12:35:33.843+05:30,1.22.132.104,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
2,2015-07-22T12:36:57.503+05:30,1.22.132.104,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
2,2015-07-22T12:38:25.760+05:30,1.22.132.104,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
2,2015-07-22T12:38:42.317+05:30,1.22.132.104,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
2,2015-07-22T12:39:05.080+05:30,1.22.132.104,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
2,2015-07-22T12:39:50.798+05:30,1.22.132.104,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
2,2015-07-22T12:40:13.454+05:30,1.22.132.104,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
2,2015-07-22T12:40:27.650+05:30,1.22.132.104,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
2,2015-07-22T12:40:33.409+05:30,1.22.132.104,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
2,2015-07-22T12:41:10.044+05:30,1.22.132.104,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
2,2015-07-22T12:41:17.665+05:30,1.22.132.104,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
2,2015-07-22T12:41:35.035+05:30,1.22.132.104,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
3,2015-07-22T23:23:25.627+05:30,1.22.187.226,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0
4,2015-07-22T21:51:29.187+05:30,1.22.84.151,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
4,2015-07-22T21:53:47.919+05:30,1.22.84.151,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
4,2015-07-22T21:54:17.245+05:30,1.22.84.151,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
4,2015-07-22T21:58:22.093+05:30,1.22.84.151,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
4,2015-07-22T21:59:52.139+05:30,1.22.84.151,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
4,2015-07-22T22:02:45.844+05:30,1.22.84.151,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
4,2015-07-22T22:03:13.401+05:30,1.22.84.151,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
4,2015-07-22T22:03:36.148+05:30,1.22.84.151,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
4,2015-07-22T22:07:16.522+05:30,1.22.84.151,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
4,2015-07-22T22:07:19.050+05:30,1.22.84.151,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
5,2015-07-22T23:17:15.448+05:30,1.23.80.25,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
6,2015-07-22T23:25:44.102+05:30,1.23.80.25,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
6,2015-07-22T23:27:01.830+05:30,1.23.80.25,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
6,2015-07-22T23:28:17.504+05:30,1.23.80.25,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
6,2015-07-22T23:28:32.356+05:30,1.23.80.25,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
6,2015-07-22T23:29:00.967+05:30,1.23.80.25,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
7,2015-07-22T16:08:39.900+05:30,1.38.16.236,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.142 Safari/535.19"
7,2015-07-22T16:11:40.609+05:30,1.38.16.236,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.142 Safari/535.19"
7,2015-07-22T16:13:09.524+05:30,1.38.16.236,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.142 Safari/535.19"
8,2015-07-22T21:48:50.914+05:30,1.38.20.50,"Mozilla/5.0 (Linux; U; Android 4.2.2; en-gb; GT-I9060 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
8,2015-07-22T21:48:54.625+05:30,1.38.20.50,"Mozilla/5.0 (Linux; U; Android 4.2.2; en-gb; GT-I9060 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
9,2015-07-22T14:33:13.298+05:30,1.39.10.140,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B435 Safari/600.1.4"
10,2015-07-22T22:03:50.335+05:30,1.39.12.167,"Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; LG-P990 Build/IMM76L) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
10,2015-07-22T22:04:34.104+05:30,1.39.12.167,"Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; LG-P990 Build/IMM76L) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
10,2015-07-22T22:05:04.409+05:30,1.39.12.167,"Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; LG-P990 Build/IMM76L) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
10,2015-07-22T22:08:08.798+05:30,1.39.12.167,"Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; LG-P990 Build/IMM76L) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
10,2015-07-22T22:08:48.610+05:30,1.39.12.167,"Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; LG-P990 Build/IMM76L) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
10,2015-07-22T22:09:58.736+05:30,1.39.12.167,"Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; LG-P990 Build/IMM76L) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
11,2015-07-22T22:17:00.627+05:30,1.39.12.227,"Mozilla/5.0 (Linux; U; Android 4.2.2; en-gb; GT-S7582 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
11,2015-07-22T22:17:32.111+05:30,1.39.12.227,"Mozilla/5.0 (Linux; U; Android 4.2.2; en-gb; GT-S7582 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
11,2015-07-22T22:20:00.421+05:30,1.39.12.227,"Mozilla/5.0 (Linux; U; Android 4.2.2; en-gb; GT-S7582 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
12,2015-07-22T21:51:34.196+05:30,1.39.33.236,"Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; Spice MI352 Build/GRJ90) AppleWebKit/5.33.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
13,2015-07-22T21:57:53.438+05:30,1.39.33.236,"Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; Spice MI352 Build/GRJ90) AppleWebKit/5.33.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
13,2015-07-22T22:00:55.972+05:30,1.39.33.236,"Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; Spice MI352 Build/GRJ90) AppleWebKit/5.33.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
14,2015-07-22T16:14:52.627+05:30,1.39.34.3,"Mozilla/5.0 (Linux; U; Android 4.1.2; en-us; GT-P3100 Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30"
15,2015-07-22T21:53:17.510+05:30,1.39.35.229,"Mozilla/5.0 (Linux; Android 4.4.2; HTC Desire 620G dual sim Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36"
15,2015-07-22T21:53:37.088+05:30,1.39.35.229,"Mozilla/5.0 (Linux; Android 4.4.2; HTC Desire 620G dual sim Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36"
15,2015-07-22T21:53:58.455+05:30,1.39.35.229,"Mozilla/5.0 (Linux; Android 4.4.2; HTC Desire 620G dual sim Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36"
15,2015-07-22T21:54:08.379+05:30,1.39.35.229,"Mozilla/5.0 (Linux; Android 4.4.2; HTC Desire 620G dual sim Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36"
15,2015-07-22T21:54:17.600+05:30,1.39.35.229,"Mozilla/5.0 (Linux; Android 4.4.2; HTC Desire 620G dual sim Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36"
15,2015-07-22T21:54:18.460+05:30,1.39.35.229,"Mozilla/5.0 (Linux; Android 4.4.2; HTC Desire 620G dual sim Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36"
15,2015-07-22T21:54:26.443+05:30,1.39.35.229,"Mozilla/5.0 (Linux; Android 4.4.2; HTC Desire 620G dual sim Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36"
15,2015-07-22T21:54:27.513+05:30,1.39.35.229,"Mozilla/5.0 (Linux; Android 4.4.2; HTC Desire 620G dual sim Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36"
15,2015-07-22T21:54:28.433+05:30,1.39.35.229,"Mozilla/5.0 (Linux; Android 4.4.2; HTC Desire 620G dual sim Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36"
15,2015-07-22T21:54:38.937+05:30,1.39.35.229,"Mozilla/5.0 (Linux; Android 4.4.2; HTC Desire 620G dual sim Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36"
15,2015-07-22T21:54:59.625+05:30,1.39.35.229,"Mozilla/5.0 (Linux; Android 4.4.2; HTC Desire 620G dual sim Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36"
15,2015-07-22T21:55:58.458+05:30,1.39.35.229,"Mozilla/5.0 (Linux; Android 4.4.2; HTC Desire 620G dual sim Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36"
